title,type,duration,genre,synopsis,note,episode_nb,season_nb,date,actors,original_language,original_country
Haikyuu!!,TV Series,"24,m","Animation,Comedy,Drama","Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club.",8.7,88,,"April 6, 2014 (France)","Ayumu Murase,Kaito Ishikawa,Yu Hayashi,Satoshi Hino,Miyu Irino,Koki Uchiyama,Sôma Saitô,Nobuhiko Okamoto,Yoshimasa Hosoya,Hiroshi Kamiya,Toshiki Masuda,Bryson Baugus,Adam Gibbs,Scott Gibbs,Greg Cote,Justin Doran,Gabriel Regojo,Blake Shepard","English,Japanese",Japan
Deadwood,TV Series,"55,m","Crime,Drama,History","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",8.6,36,,"February 16, 2006 (France)","Timothy Olyphant,Ian McShane,Molly Parker,Brad Dourif,W. Earl Brown,John Hawkes,Paula Malcomson,Dayton Callie,Leon Rippy,William Sanderson,Robin Weigert,Sean Bridgers,Bree Seanna Wall,Jim Beaver,Jeffrey Jones,Kim Dickens,Powers Boothe,Titus Welliver","English,Irish Gaelic",United States
Mahabharat,TV Series,"45,m",,,8.9,94,1 Season,"October 2, 1988 (India)","Harish Bhimani,Nitish Bharadwaj,Mukesh Khanna,Gajendra Chauhan,Praveen Kumar,Arjun,Roopa Ganguly,Puneet Issar,Pankaj Dheer,Gufi Paintal,Girija Shankar,Surendra Pal,Renuka Israni,Nazneen,Virendra Razdan,Vinod Kapoor,Sameer Chitre,Sanjeev Chitre",Hindi,India
It's a Sin,TV Mini Series,"3,h, ,59,m","Comedy,Drama,History","A chronicle of four friends during a decade in which everything changed, including the rise of AIDS.",8.7,5,1 Season,"March 22, 2021 (France)","Olly Alexander,Nathaniel Curtis,Shaun Dooley,Omari Douglas,Lydia West,Keeley Hawes,Neil Ashton,Callum Scott Howells,Toto Bruin,David Carlyle,Tracy Ann Oberman,Delroy Brown,Shaniqua Okwok,Michelle Greenidge,Andria Doherty,Stephen Fry,Ken Christiansen,David Gregan-Jones",English,United Kingdom
Line of Duty,TV Series,"1,h","Crime,Drama,Mystery","Drama series following the investigations of AC-12, a controversial police anti-corruption unit.",8.7,36,,"October 9, 2014 (France)","Martin Compston,Vicky McClure,Adrian Dunbar,Craig Parkinson,Gregory Piper,Aiysha Hart,Maya Sondhi,Keeley Hawes,Nigel Boyle,Polly Walker,Paul Higgins,Anneika Rose,Neil Morrissey,Tomi May,Ace Bhatti,Elizabeth Rider,Tony Pitts,Kelly Macdonald",English,United Kingdom
Downton Abbey,TV Series,"58,m","Drama,Romance",A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,8.7,52,,"December 10, 2011 (France)","Hugh Bonneville,Phyllis Logan,Elizabeth McGovern,Brendan Coyle,Laura Carmichael,Jim Carter,Michelle Dockery,Joanne Froggatt,Robert James-Collier,Sophie McShera,Lesley Nicol,Maggie Smith,Penelope Wilton,Kevin Doyle,Allen Leech,David Robb,Dan Stevens,Siobhan Finneran",English,United Kingdom
Le retour de Sherlock Holmes,TV Series,"1,h",,,8.7,11,1989,"April 16, 1989 (France)","Jeremy Brett,Edward Hardwicke,Rosalie Williams,Colin Jeavons,Denis Lill,Harry Andrews,Clive Francis,James Hazeldine,Alan Howard,Eric Porter,Eric Sykes,Paul Williamson,Peter Barkworth,Charles Gray,Freddie Jones,Denis Quilley,Patrick Allen,Christopher Benjamin",English,United Kingdom
The Grand Tour,TV Series,"1,h","Comedy,Talk-Show","Follow Jeremy, Richard, and James, as they embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.",8.7,41,,"November 18, 2016 (France)","Jeremy Clarkson,James May,Richard Hammond,Abbie Eaton,Mike Skinner,Simon Pegg,David Hasselhoff,Kiefer Sutherland,Paris Hilton,Jimmy Carr,John Surtees,Jérôme d'Ambrosio,Johan Ackermann,Tim Burton,Roger Daltrey,Michael Ball,Casey Anderson,Brian Johnson",English,"United Kingdom,United States"
The Crown,TV Series,"58,m","Biography,Drama,History",Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,8.6,60,,"November 4, 2016 (France)","Claire Foy,Olivia Colman,Imelda Staunton,Matt Smith,Tobias Menzies,Jonathan Pryce,Lesley Manville,Elizabeth Debicki,Dominic West,Senan West,Charles Edwards,Marion Bailey,Victoria Hamilton,Helena Bonham Carter,Vanessa Kirby,Pip Torrens,Sam Phillips,Erin Doherty",English,United Kingdom
Berserk,TV Series,"23,m","Animation,Action,Adventure","Guts is a skilled swordsman who joins forces with a mercenary group named 'The Band of the Hawk', lead by the charismatic Griffith, and fights with them as they battle their way into the roy..., ",8.7,25,1 Season,2002 (France),"Marc Diraison,Nobutoshi Canna,Carrie Keranen,Kevin T. Collins,Unshô Ishizuka,Carla Tassara,Jon Avner,Yûko Miyamura,Akira Ishida,Tomohiro Nishimura,Toshiyuki Morikawa,Christopher Kromer,Akiko Yajima,Marc Sebastian,Masuo Amada,Jeff Ward,Michelle Newman,Eiji Sekiguchi","English,Japanese",Japan
The Shield,TV Series,"47,m","Crime,Drama,Thriller",Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.,8.7,89,,"November 23, 2003 (France)","Michael Chiklis,Michael Jace,Jay Karnes,CCH Pounder,Walton Goggins,Benito Martinez,Catherine Dent,Cathy Cahlin Ryan,David Rees Snell,Kenny Johnson,David Marciano,Autumn Chiklis,Paula Garcés,Michele Hicks,Melanie Myers,Joel Rosenthal,Matt Corboy,Chaney Kley",English,United States
The Jinx: The Life and Deaths of Robert Durst,TV Mini Series,"4,h, ,39,m","Documentary,Crime,Mystery","Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",8.6,6,1 Season,"February 8, 2015 (United States)","Robert Durst,Andrew Jarecki,Gary Napoli,Debra Kay Anderson,Dick DeGuerin,Michael Simon Hall,Kevin J. Hynes,Jeanine Pirro,Charles Bagli,Susan Berman,Cody Cazalas,Chelsea Gonzalez,Jeszenia Jimenez,Gilberte Najamy,Marc Smerling,Ellen Strauss,Eric Rizk,Bobbi Bacha",English,United States
Dr House,TV Series,"44,m","Drama,Mystery",An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.,8.7,176,,"March 1, 2006 (France)","Hugh Laurie,Omar Epps,Robert Sean Leonard,Jesse Spencer,Lisa Edelstein,Bobbin Bergstrom,Jennifer Morrison,Peter Jacobson,Olivia Wilde,Kal Penn,Odette Annable,Charlyne Yi,Anne Dudek,Jennifer Crystal Foley,Amber Tamblyn,Liz Benoit,Stephanie Venditto,Sela Ward",English,United States
Les Simpson,TV Series,"22,m","Animation,Comedy",The satiric adventures of a working-class family in the misfit city of Springfield.,8.6,731,,"December 22, 1990 (France)","Dan Castellaneta,Nancy Cartwright,Harry Shearer,Julie Kavner,Yeardley Smith,Hank Azaria,Pamela Hayden,Tress MacNeille,Maggie Roswell,Chris Edgerly,Karl Wiedergott,Russi Taylor,Marcia Wallace,Kevin Michael Richardson,Phil Hartman,Joe Mantegna,Maurice LaMarche,Kelsey Grammer","English,Spanish,Albanian,French,Japanese,German,Russian,Hindi,Swahili,Italian,Swedish,Turkish,Cantonese,Mandarin,Hebrew,Arabic,Klingon,Bengali,Czech,Chinese",United States
The Thick of It,TV Series,"29,m",Comedy,"Set in the corridors of power and spin, the Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.",8.7,24,,"May 19, 2005 (United Kingdom)","Chris Addison,James Smith,Peter Capaldi,Joanna Scanlan,Rebecca Front,Roger Allam,Will Smith,Olivia Poulet,Vincent Franklin,Ben Willbond,Polly Kemp,Justin Edwards,Lucinda Raikes,Tony Gardner,Samantha Harrington,Chris Langham,Geoffrey Streatfeild,Alex Macqueen",English,United Kingdom
Justice League Unlimited,TV Series,"23,m","Animation,Action,Adventure","A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics univers..., ",8.7,39,,"July 31, 2004 (United States)","George Newbern,Kevin Conroy,Phil LaMarr,Carl Lumbly,Susan Eisenberg,Clancy Brown,Michael Rosenbaum,Maria Canals-Barrera,Kin Shriner,CCH Pounder,Lex Lang,Nicholle Tom,Juliet Landau,Jennifer Hale,Michael Beach,Robert Foxworth,Chris Cox,Powers Boothe",English,United States
Battlestar Galactica,TV Series,"44,m","Action,Adventure,Drama","When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fab..., ",8.7,74,,"December 2, 2005 (France)","Edward James Olmos,Mary McDonnell,Jamie Bamber,James Callis,Tricia Helfer,Grace Park,Katee Sackhoff,Michael Hogan,Aaron Douglas,Tahmoh Penikett,Alessandro Juliani,Kandyse McClure,Bodie Olmos,Donnelly Rhodes,Michael Trucco,Nicki Clyne,Leah Cairns,Rekha Sharma",English,"United States,Canada"
Aspirants,TV Series,,Drama,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,9.7,5,1 Season,"April 7, 2021 (India)","Naveen Kasturia,Shivankit Singh Parihar,Abhilash Thapliyal,Sunny Hinduja,Namita Dubey,Kuljeet Singh,Bijou Thaangjam,Abhishek Solanki,Neetu Jhanjhi,Nupur Nagpal,Darius Chinoy,Rahul Bharadwaj,Udit Kulshrestha,Arpit Bhatia,Preeti Agarwal Mehta,Salim Siddiqui,Shivam Kakar,Abhishek Yadav",Hindi,India
House of Cards,TV Series,"51,m",Drama,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,8.7,73,,"August 29, 2013 (France)","Kevin Spacey,Michel Gill,Robin Wright,Kate Mara,Michael Kelly,Justin Doescher,Derek Cecil,Jayne Atkinson,Nathan Darrow,Mahershala Ali,Boris McGiver,Paul Sparks,Molly Parker,Neve Campbell,Jeremy Holm,Marla Aaron Wapner,Nini Le Huynh,Gregory Divers",English,United States
One Piece,TV Series,"24,m","Animation,Action,Adventure","Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Pie..., ",8.8,1000,,"September 6, 2003 (France)","Mayumi Tanaka,Tony Beck,Laurent Vernin,Akemi Okamura,Kappei Yamaguchi,Kazuya Nakai,Hiroaki Hirata,Ikue Ôtani,Colleen Clinkenbeard,Mahito Ôba,Yuriko Yamaguchi,Kazuki Yao,Chikao Ohtsuka,Luci Christian,Christopher Sabat,Sonny Strait,Eric Vale,Chô",Japanese,Japan
The Boys,TV Series,"1,h","Action,Crime,Drama",A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,8.7,24,,"July 26, 2019 (France)","Karl Urban,Jack Quaid,Antony Starr,Erin Moriarty,Dominique McElligott,Jessie T. Usher,Laz Alonso,Chace Crawford,Tomer Capon,Karen Fukuhara,Nathan Mitchell,Colby Minifie,Aya Cash,Claudia Doumit,Cameron Crovetti,Elisabeth Shue,Shantel VanSanten,Nneka Elliott",English,United States
Les aventures de Sherlock Holmes,TV Series,"1,h","Crime,Drama,Mystery","Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.",8.7,13,,"December 25, 1988 (France)","Jeremy Brett,David Burke,Rosalie Williams,Eric Porter,Gayle Hunnicutt,Rosalind Knight,Jeremy Kemp,Norman Jones,David Gwillim,Barbara Wilshere,Tenniel Evans,Charles Gray,Joss Ackland,Nicholas Clay,Rosalie Crutchley,Roger Hammond,Rosalyn Landor,John Castle",English,United Kingdom
South Park,TV Series,"22,m","Animation,Comedy","Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",8.7,311,,"July 17, 1998 (France)","Trey Parker,Matt Stone,Isaac Hayes,Mona Marshall,April Stewart,Adrien Beard,Eliza Schneider,Jennifer Howell,Jessica Makinson,Mary Kay Bergman,Omaira Coromoto Rivero,Sergio Sáez,Kyle McCulloch,John 'Nancy' Hansen,Vernon Chatman,Elisa Gabrielli,Betty Boogie Parker,Jonathan Kimmel",,
La fabuleuse Mme Maisel,TV Series,"57,m","Comedy,Drama",A housewife in 1958 decides to become a stand-up comic.,8.7,33,,"January 26, 2018 (France)","Rachel Brosnahan,Alex Borstein,Michael Zegen,Marin Hinkle,Tony Shalhoub,Matilda Szydagis,Nunzio Pascale,Matteo Pascale,Kevin Pollak,Brian Tarantina,Joel Johnstone,Caroline Aaron,Bailey De Young,Cynthia Darlow,Luke Kirby,Jane Lynch,LeRoy McClain,Zachary Levi",English,United States
Six pieds sous terre,TV Series,"1,h","Comedy,Drama",A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.,8.7,63,,"December 6, 2001 (France)","Peter Krause,Michael C. Hall,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Rachel Griffiths,Justina Machado,Jeremy Sisto,Brenna Tosh,Bronwyn Tosh,James Cromwell,Lili Taylor,Ben Foster,Joanna Cassidy,Richard Jenkins,Giancarlo Rodriguez,Ed O'Ross",English,United States
Stranger Things,TV Series,"51,m","Drama,Fantasy,Horror","When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.",8.7,34,,"July 15, 2016 (France)","Millie Bobby Brown,Finn Wolfhard,Winona Ryder,David Harbour,Gaten Matarazzo,Caleb McLaughlin,Natalia Dyer,Charlie Heaton,Joe Keery,Cara Buono,Noah Schnapp,Sadie Sink,Priah Ferguson,Joe Chrest,Matthew Modine,Dacre Montgomery,Maya Hawke,Brett Gelman","English,Russian",United States
Leyla ile Mecnun,TV Series,"1,h, ,20,m",,,9.1,114,,"February 9, 2011 (Turkey)","Ali Atay,Serkan Keskin,Ahmet Mümtaz Taylan,Osman Sonant,Cengiz Bozkurt,Köksal Engür,Ege Tanman,Nalan Kuruçim,Alican Akman,Engin Günay,Neslihan Aker,Istar Gökseven,Sebahat Adalar,Safak Pekdemir,Mehmet Usta,Güliz Gençoglu,Sarp Aydinoglu,Ipek Türktan",Turkish,Turkey
Arrested development - Les nouveaux pauvres,TV Series,"22,m",Comedy,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.",8.7,84,,"January 3, 2005 (France)","Jason Bateman,Michael Cera,Portia de Rossi,Will Arnett,Alia Shawkat,Tony Hale,David Cross,Jeffrey Tambor,Jessica Walter,Ron Howard,Henry Winkler,John Beard,Liza Minnelli,Mae Whitman,Justin Grant Wade,Ed Begley Jr.,Isla Fisher,Maria Bamford",English,United States
Succession,TV Series,"1,h",Drama,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",8.7,30,,"June 4, 2018 (France)","Nicholas Braun,Brian Cox,Kieran Culkin,Peter Friedman,Matthew Macfadyen,Alan Ruck,Sarah Snook,Jeremy Strong,J. Smith-Cameron,Dagmara Dominczyk,Scott Nicholson,Hiam Abbass,Justine Lupe,David Rasche,Arian Moayed,Rob Yang,Juliana Canfield,Fisher Stevens",English,United States
Fleabag,TV Series,"27,m","Comedy,Drama",A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,8.7,12,,"February 10, 2017 (France)","Phoebe Waller-Bridge,Sian Clifford,Olivia Colman,Jenny Rainsford,Bill Paterson,Brett Gelman,Andrew Scott,Hugh Skinner,Ben Aldridge,Hugh Dennis,Jamie Demetriou,Kae Alexander,Anthony Welsh,Ray Fearon,Christian Hillborg,David Hargreaves,Angus Imrie,Christopher Colquhoun",English,United Kingdom
Chappelle's Show,TV Series,"22,m","Comedy,Music",Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,8.7,33,,"September 26, 2018 (France)","Dave Chappelle,Donnell Rawlings,Rudy Rush,Charlie Murphy,Neal Brennan,Yasiin Bey,Randy Pearlstein,Melle Powers,Greer Barnes,Blaire Reinhard,Yoshio Mita,Paul Mooney,Guillermo Díaz,William Bogert,Sophina Brown,Questlove,Bryan Olsen,Bill Burr",English,United States
Better Call Saul,TV Series,"46,m","Crime,Drama","The trials and tribulations of criminal lawyer Jimmy McGill in the time before he established his strip-mall law office in Albuquerque, New Mexico.",8.8,63,,"February 9, 2015 (France)","Bob Odenkirk,Rhea Seehorn,Jonathan Banks,Patrick Fabian,Michael Mando,Giancarlo Esposito,Michael McKean,Tony Dalton,Kerry Condon,Mark Margolis,Cara Pifko,Jeremiah Bitsui,Dennis Boutsikaris,Rex Linn,Josh Fadem,Julian Bonfiglio,Ray Campbell,John Christian Love","English,Spanish,Vietnamese",United States
Freaks & Geeks,TV Series,"44,m","Comedy,Drama",A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,8.7,18,1 Season,"March 15, 2001 (France)","Linda Cardellini,John Francis Daley,James Franco,Samm Levine,Seth Rogen,Jason Segel,Martin Starr,Becky Ann Baker,Joe Flaherty,Busy Philipps,Jerome Elston Scott,Steve Bannos,Dave Allen,Sarah Hagan,Jerry Messing,Natasha Melnick,Stephen Lea Sheppard,Chauncey Leopardi",English,United States
Ted Lasso,TV Series,"30,m","Comedy,Drama,Sport","American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",8.8,23,,"August 14, 2020 (France)","Jason Sudeikis,Brett Goldstein,Brendan Hunt,Nick Mohammed,Hannah Waddingham,Jeremy Swift,Phil Dunster,Juno Temple,Toheeb Jimoh,Kola Bokinni,Billy Harris,Stephen Manas,Cristo Fernández,Moe Jeudy-Lamour,Annette Badland,Adam Colborne,Bronson Webb,Kevin Garry",English,"United States,United Kingdom"
Philadelphia,TV Series,"22,m",Comedy,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,8.8,162,,"March 6, 2008 (France)","Charlie Day,Glenn Howerton,Rob McElhenney,Kaitlin Olson,Danny DeVito,Mary Elizabeth Ellis,David Hornsby,Artemis Pebdani,Lynne Marie Stewart,David Zdunich,Sandy Martin,Lance Barber,Andrew Friedman,Gregory Scott Cummins,Jimmi Simpson,Nate Mooney,Michael Naughton,Catherine Reitman",English,United States
Blackadder Goes Forth,TV Series,"2,h, ,55,m",,,8.8,6,1 Season,"September 28, 1989 (United Kingdom)","Rowan Atkinson,Tony Robinson,Stephen Fry,Hugh Laurie,Tim McInnerny,Gabrielle Glaister,Jeremy Hardy,Rik Mayall,Geoffrey Palmer,Miranda Richardson,Adrian Edmondson,Stephen Frost,Bill Wallis,Hugo Blick,Lee Cornes,Paul Mark Elliott,Jeremy Gittins,Russell Brook",English,United Kingdom
Narcos,TV Series,"49,m","Biography,Crime,Drama","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",8.8,30,,"August 28, 2015 (France)","Pedro Pascal,Lizbeth Eden,Wagner Moura,Boyd Holbrook,Alberto Ammann,Muratcan Savci,Paulina Gaitan,Juan Murcia,Jorge Monterrosa,Damián Alcázar,Francisco Denis,Raúl Méndez,Juan Sebastián Calero,Paulina García,Diego Cataño,Brett Cullen,Julián Díaz,Joanna Christie","English,Spanish","United States,Colombia,Mexico"
L'hôtel en folie,TV Series,"30,m",Comedy,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.",8.7,12,,1985 (France),"John Cleese,Prunella Scales,Andrew Sachs,Connie Booth,Ballard Berkeley,Gilly Flower,Renee Roberts,Brian Hall,Terence Conoley,Elizabeth Benson,George Lee,Bernard Cribbins,Michael Gwynn,André Maranne,Bruce Boa,Ken Campbell,Nicky Henson,Geoffrey Palmer","English,Spanish",United Kingdom
Kota Factory,TV Series,"45,m","Comedy,Drama","Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day ..., ",9.2,10,,"April 16, 2019 (France)","Mayur More,Jitendra Kumar,Ranjan Raj,Alam Khan,Revathi Pillai,Urvi Singh,Harish Peddinti,Ahsaas Channa,Sameer Saxena,Vaibhav Thakkar,Arun Kumar,Abhishake Jha,Sachin Vidrohi,Jyoti Gauba,Rajesh Kumar,Abhaya Sharma,Jaiti Khera,Avi Singh",Hindi,India
La Forêt de l'Étrange,TV Mini Series,"22,m","Animation,Adventure,Drama",Two brothers find themselves lost in a mysterious land and try to find their way home.,8.8,10,1 Season,"November 3, 2014 (United States)","Elijah Wood,Collin Dean,Melanie Lynskey,Christopher Lloyd,Samuel Ramey,Jack Jones,John Cleese,Emily Brundige,Shirley Jones,Fred Stoller,Cole Sanchez,Sam Marin,Chris Isaak,Janet Klein,Tim Curry,Noureen DeWulf,Bebe Neuwirth,Deborah Voigt",English,United States
Twin Peaks,TV Series,"47,m","Crime,Drama,Mystery",An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,8.8,30,,"April 15, 1991 (France)","Kyle MacLachlan,Michael Ontkean,Mädchen Amick,Dana Ashbrook,Richard Beymer,Lara Flynn Boyle,Sherilyn Fenn,Warren Frost,Peggy Lipton,James Marshall,Everett McGill,Jack Nance,Joan Chen,Kimmy Robertson,Michael Horse,Piper Laurie,Harry Goaz,Eric DaRe","English,Icelandic,Afrikaans,Norwegian",United States
Black Mirror,TV Series,"1,h","Drama,Sci-Fi,Thriller","An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.",8.8,22,,"May 1, 2014 (France)","Daniel Lapaine,Hannah John-Kamen,Michaela Coel,Beatrice Robertson-Jones,Charles Babalola,Toby Kebbell,Daniel Kaluuya,Rory Kinnear,Hayley Atwell,Lenora Crichlow,Daniel Rigby,Jon Hamm,Bryce Dallas Howard,Kelly Macdonald,Gugu Mbatha-Raw,Wyatt Russell,Alex Lawther,Malachi Kirby",English,United Kingdom
Friends,TV Series,"22,m","Comedy,Romance",Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,8.8,235,,"April 16, 1996 (France)","Jennifer Aniston,Courteney Cox,Lisa Kudrow,Matt LeBlanc,Matthew Perry,David Schwimmer,James Michael Tyler,Elliott Gould,Christina Pickles,Maggie Wheeler,Paul Rudd,Jane Sibbett,Helen Baxendale,Jessica Hecht,June Gable,Tom Selleck,Aisha Tyler,Giovanni Ribisi","English,Spanish,Italian,French,Dutch,Hebrew",United States
Nathan for You,TV Series,"30,m","Documentary,Comedy","Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often dr..., ",8.9,32,,"January 8, 2019 (France)","Nathan Fielder,Anthony Filosa,Brian S. Wolfe,Simon Kellog,William Heath,Salomon Flores,Tony Napoli,James Bailey,Sue Stanford,Cornelius Ladd,Kyle Heitz,Billy Smalling,Marcos Mateo Ochoa,Andy Farshidian,Jason Stone,Corey Calderwood,H. Jon Benjamin,Jennifer Anderton",English,United States
"Monty Python's Flying Circus ; Absurde, n'est-il pas?",TV Series,"30,m",Comedy,The original surreal sketch comedy showcase for the Monty Python troupe.,8.8,45,,"August 1, 1991 (France)","Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Carol Cleveland,Monty Python,Ian Davidson,John Hughman,The Fred Tomlinson Singers,Bob Raymond,Connie Booth,Lyn Ashley,Frank Lester,Rita Davies,Maureen Flanagan,Donna Reading","English,Arabic,French,German,Italian,Mandarin,Spanish",United Kingdom
Le bateau,TV Mini Series,"4,h, ,53,m",,,8.8,3,1 Season,"February 24, 1985 (West Germany)","Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,Martin Semmelrogge,Bernd Tauber,Erwin Leder,Martin May,Heinz Hoenig,Uwe Ochsenknecht,Claude-Oliver Rudolph,Jan Fedder,Ralf Richter,Joachim Bernhard,Oliver Stritzel,Konrad Becker,Lutz Schnell,Martin Hemme","German,French,English","West Germany,France,United Kingdom,Italy"
Seinfeld,TV Series,"22,m",Comedy,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,8.8,173,,"October 27, 1993 (France)","Jerry Seinfeld,Julia Louis-Dreyfus,Michael Richards,Jason Alexander,Ruth Cohen,Wayne Knight,Norman Brenner,Heidi Swedberg,Estelle Harris,Jerry Stiller,Liz Sheridan,John O'Hurley,Barney Martin,Len Lesser,Deck McKenzie,Richard Herd,Peggy Lane,Richard Fancy",English,United States
Dexter: New Blood,TV Mini Series,,"Crime,Drama,Mystery","Set 10 years after Dexter Morgan went missing in the eye of Hurricane Laura, he is now living under an assumed name in Upstate New York, Iron Lake, far from his original home in Miami.",9.1,10,1 Season,"November 7, 2021 (United States)","Michael C. Hall,Jack Alcott,Julia Jones,Johnny Sequoyah,Alano Miller,Jennifer Carpenter,David Magidoff,Clancy Brown,Michael Cyril Creighton,Katy Sullivan,Steve M. Robertson,Oscar Wahlberg,Andrew Fama,Dustin Tucker,Dee Nelson,Armen Garo,Fredric Lehne,Gizel Jimenez",English,United States
